"title","aol_page","body","reachcode","parent_id","permanent_id","gnis_id","gnis_name","fishing_zone_id"
"","","","17100302014422","","124317155","01133666","Rodger Iverson Reservoir","5"
"","","","17100302014326","","124317056","","","5"
"","","","17100302014958","","124317724","","","5"
"","","","17100302014608","","124317344","","","5"
"","","","17100302014334","","124317064","","","5"
"","","","17100302014572","","124317303","","","5"
"","","","17100302015210","","124318005","","","5"
"","","","17100302015235","","124318034","","","5"
"","","","17100305008951","","124371427","","","5"
"","","","17100305009040","","124371530","","","5"
"","","","17100302015056","","124317828","","","5"
"","","","17100305009091","","124371584","","","5"
"","","","17100302015099","","124317875","","","5"
"","","","17080003039479","","166809109","","","6"
"","","","17100305009150","","124371662","","","5"
"","","","17120003001251","","147549925","","","4"
"","","","17100305009158","","124371671","","","5"
"","","","17120002006684","","148032555","","","4"
"","","","17120002006696","","148032567","","","4"
"","","","17120003001231","","147549902","","","4"
"","","","17120002006779","","148032650","","","4"
"","","","17120002006759","","148032631","","","4"
"","","","17120002007396","","148033275","","","4"
"","","","17120002007376","","148033255","","","4"
"","","","17120002007106","","148032979","","","4"
"","","","17120002007718","","148033617","","","4"
"","","","17120002006933","","148032806","","","4"
"","","","17120002007538","","148033419","","","4"
"","","","17120002006929","","148032802","","","4"
"","","","17120002007330","","148033208","","","4"
"","","","17120002007675","","148033569","","","4"
"","","","17120002007850","","148033757","","","4"
"","","","17120002007918","","148033828","","","4"
"","","","17120002007849","","148033794","","","4"
"","","","17120002007781","","148033684","","","4"
"","","","17100307006183","","142731779","","","5"
"","","","17100307006270","","142731879","","","5"
"","","","17120002007764","","148033668","","","4"
"","","","17120003001383","","147550067","","","4"
"","","","17100307006409","","142732145","","","5"
"","","","17100307006754","","142732915","","","5"
"","","","17100307006391","","142732120","","","5"
"","","","17100307006594","","142732337","","","5"
"","","","17100307006728","","142732889","","","5"
"","","","17100307006406","","142732143","","","5"
"","","","17100307001144","","142732265","01139827","Cliff Lake","5"
"","","","17100307006546","","142732289","","","5"
"","","","17100307006605","","142732353","","","5"
"","","","17100307007001","","142733363","","","5"
"","","","17050108003017","","137313000","","","4"
"","","","17100307006957","","142733281","","","5"
"","","","17100307006918","","142733211","","","5"
"","","","17100307006137","","142733459","","","5"
"","","","17100307006889","","142733161","","","5"
"","","","17050108003151","","137313673","01123636","Lynde Reservoir","4"
"","","","17120003001240","","147549911","01638605","Bird Waterhole","4"
"","","","17120003001487","","147550176","","","4"
"","","","17120003001415","","147550099","","","4"
"","","","17120003001338","","147550016","","","4"
"","","","17120003001386","","147550070","","","4"
"","","","17120003001342","","147550020","","","4"
"","","","17120002006769","","148032640","","","4"
"","","","17120002006890","","148032763","","","4"
"","","","17120002007073","","148032946","","","4"
"","","","17120002006783","","148032654","","","4"
"","","","17120003001476","","147550163","","","4"
"","","","17120002006721","","148032592","","","4"
"","","","17120002006799","","148032670","","","4"
"","","","17120003001218","","147549886","","","4"
"","","","17120002007870","","148033775","","","4"
"","","","17120002007232","","148033105","","","4"
"","","","17120002000991","","148033544","","","4"
"","","","17120002007894","","148033803","","","4"
"","","","17100307006147","","142731737","","","5"
"","","","17120002007141","","148033014","","","4"
"","","","17120002007183","","148033056","","","4"
"","","","17120002007726","","148033625","","","4"
"","","","17120002007784","","148033688","","","4"
"","","","17100307006966","","142733296","","","5"
"","","","17100307006485","","142732223","01135449","Gates Reservoir","5"
"","","","17100307006589","","142732332","","","5"
"","","","17100307007264","","142734103","","","5"
"","","","17100307007185","","142733844","","","5"
"","","","17100307006549","","142732292","","","5"
"","","","17100307007049","","142733463","","","5"
"","","","17100307006442","","142732178","","","5"
"","","","17100302014150","","124316873","01164047","Lammys Reservoir","5"
"","","","17100305008955","","124371431","","","5"
"","","","17100302015205","","124318000","","","5"
"","","","17100302014824","","124317575","","","5"
"","","","17100305008930","","124371405","","","5"
"","","","17100302014513","","124317244","","","5"
"","","","17100302014592","","124317328","","","5"
"","","","17100302014071","","124316794","","","5"
"","","","17100302015133","","124317914","","","5"
"","","","17100305009069","","124371561","","","5"
"","","","17100206015268","","90003219","","","3"
"","","","17100305008799","","124371602","","","5"
"","","","17100206015278","","90004265","","","3"
"","","","17100305009149","","124371661","","","5"
"","","","17100206015292","","90005409","","","3"
"","","","17100305008990","","124371476","","","5"
"","","","17100302014005","","124316728","01121668","Hawkins Lake","5"
"","","","17100302014318","","124317048","","","5"
"","","","17100302014611","","124317348","","","5"
"","","","17100302014752","","124317493","","","5"
"","","","17100302014051","","124316774","","","5"
"","","","17100302014359","","124317089","","","5"
"","","","17100302014877","","124317628","","","5"
"","","","17100302014415","","124317145","","","5"
"","","","17100302015276","","124318086","","","5"
"","","","17100302014934","","124317697","","","5"
"","","","17100302015007","","124317777","","","5"
"","","","17100302015359","","124318177","","","5"
"","","","17100302014899","","124317656","","","5"
"","","","17100302015259","","124318062","","","5"
"","","","17100305009005","","124371494","","","5"
"","","","17100307006272","","142731884","","","5"
"","","","17050108003006","","137312976","","","4"
"","","","17100305009095","","124371590","","","5"
"","","","17050108003108","","137313425","","","4"
"","","","17050108002950","","137312855","","","4"
"","","","17050108003180","","137313806","","","4"
"","","","17100305000918","","124371635","01133576","Kinnan Reservoir","5"
"","","","17050108003070","","137313241","01122970","Last Change Reservoir","4"
"","","","17100307006326","","142731990","","","5"
"","","","17100307006837","","142733068","","","5"
"","","","17100307006496","","142732236","","","5"
"","","","17050108003290","","137314379","","","4"
"","","","17100307006580","","142732323","","","5"
"","","","17100307006542","","142732285","","","5"
"","","","17100307006551","","142732294","","","5"
"","","","17100307006624","","142732389","","","5"
"","","","17100307006646","","142732427","","","5"
"","","","17100307007152","","142733647","","","5"
"","","","17100307007228","","142734037","01158817","Pierce Reservoir","5"
"","","","17100307007167","","142733825","","","5"
"","","","17100307007108","","142733571","","","5"
"","","","17100307007131","","142733612","","","5"
"","","","17100307007191","","142733849","","","5"
"","","","18010201001803","","164376011","","","4"
"","","","18010201001783","","164375990","","","4"
"","","","17120002007963","","146959986","","","4"
"","","","17120003001298","","147549975","","","4"
"","","","18010201001595","","137192657","","","4"
"","","","17120003001273","","147549948","","","4"
"","","","17120003001496","","147550185","","","4"
"","","","17120002006619","","148032490","","","4"
"","","","17120003001486","","147550175","","","4"
"","","","17120003001287","","147549963","","","4"
"","","","17120003001465","","147550149","","","4"
"","","","17120003001264","","147549939","","","4"
"","","","17120002006649","","148032520","","","4"
"","","","17120002006699","","148032570","","","4"
"","","","17120002006804","","148032675","","","4"
"","","","17120002006936","","148032809","","","4"
"","","","17120002006633","","148032504","","","4"
"","","","17120002006634","","148032507","","","4"
"","","","17120002006932","","148032805","","","4"
"","","","17120002007143","","148033016","","","4"
"","","","17120002007533","","148033414","","","4"
"","","","17120002007417","","148033296","","","4"
"","","","17120002007358","","148033236","","","4"
"","","","17120002007743","","148033643","","","4"
"","","","17120002007645","","148033534","","","4"
"","","","17100302015244","","124318044","","","5"
"","","","17120003000618","","147550155","","","4"
"","","","17120003001398","","147550082","","","4"
"","","","17100302014099","","124316822","","","5"
"","","","17120003001285","","147549961","","","4"
"","","","17100302014533","","124317264","","","5"
"","","","17120002007474","","148033353","","","4"
"","","","17120002007744","","148033645","","","4"
"","","","17100302014749","","124317490","","","5"
"","","","17100302014650","","124317387","","","5"
"","","","17100307006484","","142732222","","","5"
"","","","17100305009155","","124371668","","","5"
"","","","17100307006356","","142732057","","","5"
"","","","17100302015005","","124317775","","","5"
"","","","17050108003040","","137313097","","","4"
"","","","17050108002963","","137312881","","","4"
"","","","17050108002922","","137312796","","","4"
"","","","17050108003237","","137314043","","","4"
"","","","17050108002910","","137312764","","","4"
"","","","17100307006159","","142731753","","","5"
"","","","17050108002997","","137312954","","","4"
"","","","17100307006277","","142731891","","","5"
"","","","17100307006525","","142732268","","","5"
"","","","17100307006632","","142732404","","","5"
"","","","17100307006885","","142733153","","","5"
"","","","17100307006668","","142732825","","","5"
"","","","17100307006362","","142732067","","","5"
"","","","17100307001167","","142733431","01143807","Horseshoe Lake","5"
"","","","17100307007288","","142734147","","","5"
"","","","17120002007622","","148033510","","","4"
"","","","17120002007174","","148033047","","","4"
"","","","17120002007308","","148033184","","","4"
"","","","17120002007779","","148033687","","","4"
"","","","17120002007915","","148033824","","","4"
"","","","17100305009111","","124371614","","","5"
"","","","17100302014637","","124317374","","","5"
"","","","17100302014254","","124316983","","","5"
"","","","17100302014100","","124316823","","","5"
"","","","17100302015257","","124318060","","","5"
"","","","17100302014879","","124317630","","","5"
"","","","17100302015274","","124318083","","","5"
"","","","17100302014101","","124316824","","","5"
"","","","17120003001202","","147549867","","","4"
"","","","17100302015177","","124317962","","","5"
"","","","18010201001461","","137192514","","","4"
"","","","17100302014747","","124317487","","","5"
"","","","18010201001753","","164375962","","","4"
"","","","17120002008044","","166781796","","","4"
"","","","18010201001624","","137192689","","","4"
"","","","17100307006368","","142732077","","","5"
"","","","17120003002193","","165173287","","","4"
"","","","18010201001493","","137192546","","","4"
"","","","17120002006716","","148032587","","","4"
"","","","17120002006678","","148032548","","","4"
"","","","18010201001647","","137192719","","","4"
"","","","17120002006712","","148032583","","","4"
"","","","17120002006628","","148032498","","","4"
"","","","17120002006681","","148032554","","","4"
"","","","18010201001641","","137192712","","","4"
"","","","17120002007191","","148033064","","","4"
"","","","17120002007003","","148032876","","","4"
"","","","17120002007176","","148033049","","","4"
"","","","17120002007032","","148032905","","","4"
"","","","17120002007414","","148033293","01157002","Horton Mill Reservoir","4"
"","","","17120002007285","","148033160","","","4"
"","","","17120002007595","","148033482","","","4"
"","","","17120002006806","","148032677","","","4"
"","","","17120002007792","","148033696","","","4"
"","","","17120002007788","","148033690","","","4"
"","","","17100206015290","","90005325","01153615","Erskine Log Pond","3"
"","","","17100302014399","","124317129","","","5"
"","","","17100302014264","","124316992","","","5"
"","","","17100302014503","","124317233","","","5"
"","","","17100302014531","","124317262","","","5"
"","","","17100302014622","","124317359","","","5"
"","","","17100302014729","","124317469","","","5"
"","","","17100302014118","","124316842","","","5"
"","","","17100302014362","","124317092","","","5"
"","","","17100302014848","","124317599","","","5"
"","","","17100302015054","","124317826","","","5"
"","","","17100302014955","","124317722","","","5"
"","","","17100302015015","","124317785","","","5"
"","","","17100302015026","","124317798","","","5"
"","","","17100302014759","","124317500","","","5"
"","","","17100302015143","","124317924","","","5"
"","","","17100302013991","","124317744","","","5"
"","","","17100302015127","","124317907","","","5"
"","","","17100305008996","","124371486","01120690","Ferry Creek Reservoir","5"
"","","","17100302015234","","124318032","","","5"
"","","","17100302014000","","124318110","","","5"
"","","","17100302015311","","124318129","","","5"
"","","","17100305008960","","124371436","","","5"
"","","","17100305008901","","124371376","","","5"
"","","","17100307006823","","142733036","","","5"
"","","","17100305009145","","124371657","","","5"
"","","","17100307021070","","166075626","","","5"
"","","","17100305009153","","124371665","","","5"
"","","","17100307007121","","142733595","","","5"
"","","","18010201001498","","137192552","","","4"
"","","","17100206037756","","087e2bbf-00b0-497c-9de3-f067f1d02038","","","3"
"","","","17100305009210","","124371742","01146572","Mud Lake","5"
"","","","17100206015369","","90016639","","","3"
"","","","17100302014789","","124317539","","","5"
"","","","17120003002228","","165173341","","","4"
"","","","17100206037755","","ee93202d-6177-467f-a7b0-6200b996b094","","","3"
"","","","17100302014614","","124317351","","","5"
"","","","17100302014042","","124316765","","","5"
"","","","17100302014438","","124317168","","","5"
"","","","17100302014394","","124317123","","","5"
"","","","17100302015163","","124317948","","","5"
"","","","17100302015153","","124317936","","","5"
"","","","17100206015270","","90004195","","","3"
"","","","17100302014721","","124317463","","","5"
"","","","17050108002883","","137313021","01121238","Goodyear Reservoir","4"
"","","","17120003001262","","147549937","","","4"
"","","","17100206015362","","90016623","","","3"
"","","","18010201001644","","137192715","","","4"
"","","","17100206015385","","90016675","","","3"
"","","","17120003002187","","165173281","","","4"
"","","","17120002006898","","148032771","","","4"
"","","","17120003001185","","147549845","","","4"
"","","","17100206015408","","90016727","","","3"
"","","","17120002006832","","148032703","","","4"
"","","","17120002006676","","148032547","","","4"
"","","","17120003001360","","147550039","","","4"
"","","","17120002006984","","148032857","","","4"
"","","","17120003001494","","147550183","","","4"
"","","","17120002006881","","148032754","","","4"
"","","","17120002007165","","148033038","","","4"
"","","","17120002007098","","148032971","","","4"
"","","","17120002007287","","148033162","","","4"
"","","","17120002007125","","148032998","","","4"
"","","","17120002007211","","148033084","","","4"
"","","","17120002007181","","148033055","","","4"
"","","","17120002007079","","148032952","","","4"
"","","","17120002007249","","148033124","","","4"
"","","","17120002007347","","148033225","","","4"
"","","","17120002007445","","148033324","","","4"
"","","","17120002007412","","148033291","01156996","Panel Spring Reservoir","4"
"","","","17120002007321","","148033198","","","4"
"","","","17120002007528","","148033409","","","4"
"","","","17120002007523","","148033404","","","4"
"","","","17120002007292","","148033168","","","4"
"","","","17120002007331","","148033209","01149759","Smith Reservoir","4"
"","","","17120002007468","","148033347","","","4"
"","","","17120002007828","","148033731","","","4"
"","","","17120002007690","","148033582","","","4"
"","","","17120002000994","","148033664","","","4"
"","","","17050108003803","","165537498","","","4"
"","","","17120002007692","","148033586","","","4"
"","","","17050108003144","","137313610","","","4"
"","","","17120002007705","","148033603","","","4"
"","","","17100307006389","","142732113","","","5"
"","","","17100307006215","","142731811","","","5"
"","","","17100302014577","","124317313","","","5"
"","","","17100307001142","","142732206","01137177","Lake Alta","5"
"","","","17100302014124","","124316847","","","5"
"","","","17100307007271","","142734118","","","5"
"","","","17050108003095","","137313352","","","4"
"","","","17050108002990","","137312939","","","4"
"","","","17100302014567","","124317298","","","5"
"","","","17100302014794","","124317544","","","5"
"","","","17100302014619","","124317356","","","5"
"","","","18010201000435","","137192632","","","4"
"","","","17100307006325","","142731987","","","5"
"","","","17100307006567","","142732310","","","5"
"","","","17100307006411","","142732147","","","5"
"","","","17100307006541","","142732284","","","5"
"","","","17100307006377","","142732091","","","5"
"","","","17100307006924","","142733223","","","5"
"","","","17100307006897","","142733175","","","5"
"","","","17100307007287","","142734145","","","5"
"","","","17100307007109","","142733574","","","5"
"","","","17100307007186","","142733845","","","5"
"","","","17100307007036","","142733436","","","5"
"","","","17100307007146","","142733639","","","5"
"","","","17100307007208","","142733882","","","5"
"","","","17100307007025","","142733408","01149903","South Blue Lake Group","5"
"","","","17100302014115","","124316838","","","5"
"","","","17100302013984","","124317516","","","5"
"","","","17120002007952","","146959925","","","4"
"","","","17100302014511","","124317242","","","5"
"","","","17100302014656","","124317394","","","5"
"","","","17100302014507","","124317238","","","5"
"","","","17100302014814","","124317565","","","5"
"","","","17100302014866","","124317616","","","5"
"","","","17100302014033","","124316756","","","5"
"","","","17100302014144","","124316867","","","5"
"","","","17100302014716","","124317456","","","5"
"","","","17100302014993","","124317763","","","5"
"","","","17100302014658","","124317398","","","5"
"","","","17100305008864","","124371337","","","5"
"","","","17100305009168","","124371681","","","5"
"","","","17100305009082","","124371575","","","5"
"","","","17100302015030","","124317802","","","5"
"","","","17100302014939","","124317706","","","5"
"","","","17100305008855","","124371329","","","5"
"","","","17100302014790","","124317540","","","5"
"","","","17120002006861","","148032732","","","4"
"","","","17120003000613","","147549999","","","4"
"","","","17120002006652","","148032524","","","4"
"","","","17120002006689","","148032560","","","4"
"","","","17120002006910","","148032783","","","4"
"","","","17100305008948","","124371424","","","5"
"","","","17120002006930","","148032803","","","4"
"","","","17120003001450","","147550134","","","4"
"","","","17120002007906","","148033815","","","4"
"","","","17120002007576","","148033460","","","4"
"","","","17120002007004","","148032877","","","4"
"","","","17120002007762","","148033666","","","4"
"","","","17120002006938","","148032811","","","4"
"","","","17120002007815","","148033719","","","4"
"","","","17100307006151","","142731745","","","5"
"","","","17120002007038","","148032911","","","4"
"","","","17120002007123","","148032996","","","4"
"","","","17100307006273","","142731886","","","5"
"","","","17100307006709","","142732869","","","5"
"","","","17100307006288","","142731913","","","5"
"","","","17100307006671","","142732828","","","5"
"","","","17100307006473","","142732212","","","5"
"","","","17100307006155","","142731749","","","5"
"","","","17100307006616","","142732372","","","5"
"","","","17100307006229","","142731824","","","5"
"","","","17100307006726","","142732887","","","5"
"","","","17100302014791","","124317541","","","5"
"","","","17120003001419","","147550103","","","4"
"","","","17100307007102","","142733573","01159145","Woodrat Knob Reservoir","5"
"","","","17100307006819","","142733028","","","5"
"","","","17100302014451","","124317181","","","5"
"","","","17100307006826","","142733045","","","5"
"","","","17100302014308","","124317038","","","5"
"","","","17100302014833","","124317584","","","5"
"","","","17100302015002","","124317772","","","5"
"","","","17100302014795","","124317545","","","5"
"","","","17100302014925","","124317688","","","5"
"","","","17100305008989","","124371475","01132599","George Reservoir","5"
"","","","17100302015019","","124317790","","","5"
"","","","17100302014813","","124317564","","","5"
"","","","17100206015311","","90007399","","","3"
"","","","17100305009086","","124371579","","","5"
"","","","17100302014668","","124317407","","","5"
"","","","17100206015284","","90004277","","","3"
"","","","17100302015245","","124318045","","","5"
"","","","17100305009114","","124371621","","","5"
"","","","17100305008879","","124371354","","","5"
"","","","17100305008842","","124371315","","","5"
"","","","17100302015221","","124318019","","","5"
"","","","17100305008876","","124371351","","","5"
"","","","17100302014977","","124317747","","","5"
"","","","17100305009094","","124371589","","","5"
"","","","17100302014419","","124317149","","","5"
"","","","17100302014149","","124316872","","","5"
"","","","17100302014553","","124317284","","","5"
"","","","17100302014210","","124316933","","","5"
"","","","17100302014346","","124317076","","","5"
"","","","17100302014957","","124317723","","","5"
"","","","17100307021799","","b268e2ea-61df-449a-a4ea-3a06896eccdf","","","5"
"","","","17100302015157","","124317941","","","5"
"","","","17100305008874","","124371348","","","5"
"","","","17100302014279","","124317008","","","5"
"","","","17100302014206","","124316929","","","5"
"","","","17100305008802","","124371606","","","5"
"","","","17100302014082","","124316805","","","5"
"","","","17100302014519","","124317250","","","5"
"","","","17100302015268","","124318072","","","5"
"","","","17100302015251","","124318052","","","5"
"","","","17100305009085","","124371578","","","5"
"","","","17120002007000","","148032873","","","4"
"","","","17120002007047","","148032920","","","4"
"","","","17100305009107","","124371608","","","5"
"","","","17120002007083","","148032958","","","4"
"","","","17120002006926","","148032799","","","4"
"","","","17120002006731","","148032602","","","4"
"","","","17120002007020","","148032893","","","4"
"","","","17120002006693","","148032564","","","4"
"","","","17120002007658","","148033548","","","4"
"","","","17120002007294","","148033170","01152107","West Fork Reservoir","4"
"","","","17120002007346","","148033224","","","4"
"","","","17120002007905","","148033813","","","4"
"","","","17120002007852","","148033759","","","4"
"","","","17120002007614","","148033502","","","4"
"","","","17120002007668","","148033558","","","4"
"","","","17120002007590","","148033476","","","4"
"","","","17100305008931","","124371406","","","5"
"","","","17120003000615","","147549953","","","4"
"","","","17100305009160","","124371673","","","5"
"","","","17100305009090","","124371583","","","5"
"","","","17120002007907","","148033816","","","4"
"","","","17120003001301","","147549978","01638601","Lower Antelope Reservoir","4"
"","","","17120003001499","","147550189","","","4"
"","","","17120003001322","","147550001","","","4"
"","","","17100302014233","","124316961","","","5"
"","","","17120003001454","","147550138","","","4"
"","","","17100307006156","","142731750","","","5"
"","","","17100307006192","","142731788","","","5"
"","","","17050108002901","","137312743","01123894","McCain Creek Reservoir","4"
"","","","17100307006191","","142731787","","","5"
"","","","17100307006264","","142731873","","","5"
"","","","17100305009130","","124371641","","","5"
"","","","17050108003123","","137313494","","","4"
"","","","17050108003159","","137313681","","","4"
"","","","17050108002958","","137312871","","","4"
"","","","17050108001501","","137313039","","","4"
"","","","17050108002977","","137312913","","","4"
"","","","17050108003104","","137313401","","","4"
"","","","17050108003137","","137313557","","","4"
"","","","17100307006117","","142731965","","","5"
"","","","17050108003080","","137313279","","","4"
"","","","17100307006396","","142732125","","","5"
"","","","17100307006520","","142732261","","","5"
"","","","17100307006781","","142732943","","","5"
"","","","17100307006468","","142732204","","","5"
"","","","17100307006645","","142732425","","","5"
"","","","17100307006748","","142732909","","","5"
"","","","17100307006776","","142732938","","","5"
"","","","17100307006911","","142733199","","","5"
"","","","17100307006972","","142733307","","","5"
"","","","17100307007240","","142734054","","","5"
"","","","17100307007111","","142733578","","","5"
"","","","17100307006959","","142733286","","","5"
"","","","17100307007070","","142733501","","","5"
"","","","17100307001165","","142733417","01147523","Pear Lake","5"
"","","","18010201001658","","137192730","","","4"
"","","","18010201001555","","137192612","","","4"
"","","","18010201001531","","137192588","","","4"
"","","","17120003002277","","165173381","","","4"
"","","","18010201001587","","137192648","","","4"
"","","","17100302014514","","124317245","","","5"
"","","","17100305009049","","124371539","","","5"
"","","","17100305009147","","124371659","","","5"
"","","","17100305008871","","124371346","","","5"
"","","","17100305009146","","124371658","","","5"
"","","","17100305008837","","124371310","","","5"
"","","","17100305008846","","124371319","01161178","Russell Reservoirs","5"
"","","","17120002006641","","148032511","","","4"
"","","","17120003001394","","147550078","","","4"
"","","","17120003002290","","147549777","","","4"
"","","","17120003001296","","147549973","","","4"
"","","","17120003001317","","147549995","","","4"
"","","","17120002006728","","148032599","","","4"
"","","","17120002006736","","148032606","","","4"
"","","","17120002006729","","148032600","","","4"
"","","","17120002006780","","148032651","","","4"
"","","","17120002006745","","148032616","","","4"
"","","","17120002007103","","148032976","","","4"
"","","","17120002006840","","148032711","","","4"
"","","","17120002006844","","148032715","","","4"
"","","","17120002007200","","148033073","","","4"
"","","","17120002007611","","148033499","","","4"
"","","","17120002007619","","148033507","","","4"
"","","","17120002007386","","148033265","","","4"
"","","","17120002007674","","148033564","","","4"
"","","","17120002007536","","148033417","","","4"
"","","","17120002007236","","148033109","","","4"
"","","","17120002007304","","148033180","","","4"
"","","","17120002007535","","148033416","","","4"
"","","","17120002007864","","148033770","","","4"
"","","","17050108002902","","137312745","","","4"
"","","","17120002007728","","148033627","","","4"
"","","","17120002007772","","148033676","","","4"
"","","","17050108002939","","137312830","","","4"
"","","","17100307006316","","142731960","","","5"
"","","","17100307006495","","142732235","","","5"
"","","","17100307006642","","142732420","","","5"
"","","","17100307006606","","142732355","","","5"
"","","","17100307006375","","142732087","","","5"
"","","","17100307006130","","142732841","","","5"
"","","","17100307006786","","142732948","","","5"
"","","","17100307006571","","142732314","","","5"
"","","","17100307007023","","142733415","01161701","Wade Reservoir","5"
"","","","17100307006862","","142733108","","","5"
"","","","17100307007093","","142733544","","","5"
"","","","17100307006913","","142733202","","","5"
"","","","17100307007130","","142733611","","","5"
"","","","17100307006801","","142732999","","","5"
"","","","17100307007300","","142734167","","","5"
"","","","17100206015392","","90016693","","","3"
"","","","17100206015282","","90004273","","","3"
"","","","17050108002961","","137312877","","","4"
"","","","17100206015335","","90007513","","","3"
"","","","17100302014188","","124316911","","","5"
"","","","17050108003069","","137313236","","","4"
"","","","17100302014108","","124316831","","","5"
"","","","17050108003195","","137313871","","","4"
"","","","17120003001171","","147549812","","","4"
"","","","17100302014642","","124317378","","","5"
"","","","17100302014295","","124317026","","","5"
"","","","17100302014784","","124317534","","","5"
"","","","17100302014482","","124317212","","","5"
"","","","17100302014429","","124317159","","","5"
"","","","17100302014702","","124317443","","","5"
"","","","17100302014290","","124317019","","","5"
"","","","17100302014926","","124317689","","","5"
"","","","17100302014442","","124317172","","","5"
"","","","17050108003028","","137313041","","","4"
"","","","18010201001495","","137192549","","","4"
"","","","17100206015304","","90007375","","","3"
"","","","17100307021065","","166075621","","","5"
"","","","17100307007149","","142733642","","","5"
"","","","17050108003764","","165537510","","","4"
"","","","18010201001506","","137192561","","","4"
"","","","17100302014229","","124316957","","","5"
"","","","17100307006712","","142732873","","","5"
"","","","17100302014709","","124317449","","","5"
"","","","17100302013988","","124317530","","","5"
"","","","17100302014406","","124317135","","","5"
"","","","17100302014239","","124316967","","","5"
"","","","17100302014983","","124317752","","","5"
"","","","17100302014425","","124317154","","","5"
"","","","17100302014247","","124316974","","","5"
"","","","17100302014554","","124317285","","","5"
"","","","17100302014336","","124317066","","","5"
"","","","17100302015139","","124317921","","","5"
"","","","17100302015216","","124318013","","","5"
"","","","17100302015077","","124317849","","","5"
"","","","17100305008932","","124371407","","","5"
"","","","17100302015020","","124317791","","","5"
"","","","17100305008909","","124371384","","","5"
"","","","17100305008838","","124371311","","","5"
"","","","17100305008898","","124371373","","","5"
"","","","17100302015136","","124317916","","","5"
"","","","17100305008979","","124371459","","","5"
"","","","17100305009046","","124371536","","","5"
"","","","17100305008786","","124371454","","","5"
"","","","17100305009102","","124371599","","","5"
"","","","17100305008958","","124371434","","","5"
"","","","17100305009036","","124371526","","","5"
"","","","17100305009022","","124371512","","","5"
"","","","17100305009138","","124371649","","","5"
"","","","17100206015252","","89996005","","","3"
"","","","17100307006713","","142732874","","","5"
"","","","17100307006762","","142732924","","","5"
"","","","17100307006504","","142732245","","","5"
"","","","17100307006582","","142732325","01142093","Finch Lake","5"
"","","","17100307006677","","142732834","","","5"
"","","","17080003006463","","129414146","","","3"
"","","","17100206015269","","90004193","","","3"
"","","","18010201001451","","137192504","","","4"
"","","","18010201001591","","137192652","","","4"
"","","","17100206015345","","90010449","","","3"
"","","","18010201001749","","164375956","","","4"
"","","","18010201001455","","137192508","","","4"
"","","","17100206015320","","90007453","","","3"
"","","","17120002006793","","148032664","","","4"
"","","","17120002007086","","148032959","01133907","Mud Flat","4"
"","","","17120002006592","","148032462","","","4"
"","","","17120003002167","","165173261","","","4"
"","","","17120002007349","","148033227","","","4"
"","","","17120002007520","","148033401","","","4"
"","","","17120002007359","","148033237","","","4"
"","","","17120002007389","","148033268","","","4"
"","","","17120002007469","","148033348","","","4"
"","","","17120002007337","","148033215","","","4"
"","","","17120002007104","","148032977","","","4"
"","","","17120002007372","","148033251","","","4"
"","","","17120002007793","","148033697","","","4"
"","","","17120002007703","","148033601","","","4"
"","","","17120002007817","","148033721","","","4"
"","","","17050108003763","","165537509","","","4"
"","","","17120003000609","","147549909","01638608","Frazier Lake","4"
"","","","17100302014055","","124316778","","","5"
"","","","17120003001373","","147550053","","","4"
"","","","17120003001480","","147550167","","","4"
"","","","17120003001457","","147550141","","","4"
"","","","17100302015117","","124317896","","","5"
"","","","17100302014823","","124317574","","","5"
"","","","17100302014936","","124317702","","","5"
"","","","17100307006188","","142731784","","","5"
"","","","17100307006413","","142732148","","","5"
"","","","17100307006625","","142732391","","","5"
"","","","17050108003200","","137313887","","","4"
"","","","17050108003269","","137314228","","","4"
"","","","17050108002955","","137312866","","","4"
"","","","17050108003190","","137313854","","","4"
"","","","17050108003283","","137314316","","","4"
"","","","17120003002226","","165173343","","","4"
"","","","17050108003004","","137312972","","","4"
"","","","17050108003212","","137313957","","","4"
"","","","17050108002968","","137312893","","","4"
"","","","17050108003112","","137313452","","","4"
"","","","17050108003035","","137313064","","","4"
"","","","17050108003242","","137314075","","","4"
"","","","17100302014892","","124317649","","","5"
"","","","17100302014802","","124317553","","","5"
"","","","17050108003785","","165537531","","","4"
"","","","17100305009261","","122482043","","","5"
"","","","17050108003790","","165537536","","","4"
"","","","17100302014589","","124317325","","","5"
"","","","17100302014156","","124316879","","","5"
"","","","17100307006152","","142731746","","","5"
"","","","17100302014500","","124317230","","","5"
"","","","17100302014123","","124316846","","","5"
"","","","17120003000614","","147549954","01122828","Knox Pond","4"
"","","","17100307006149","","142731743","","","5"
"","","","17100307006175","","142731771","","","5"
"","","","17120002007902","","148033811","","","4"
"","","","17120002007868","","148033776","","","4"
"","","","17120003001312","","147549990","","","4"
"","","","17120003001303","","147549980","","","4"
"","","","17120002007919","","148033829","","","4"
"","","","17100307006925","","142733224","","","5"
"","","","17100307007033","","142733427","","","5"
"","","","17100307007220","","142733902","","","5"
"","","","17100307006936","","142733244","","","5"
"","","","17100307006803","","142733001","","","5"
"","","","17100307006714","","142732875","","","5"
"","","","17100307007281","","142734135","","","5"
"","","","17120002006662","","148032533","","","4"
"","","","17120002007035","","148032909","01138621","Bridge Creek Meadow","4"
